frame,id,old_id,l,t,w,h,s,gpx,gpy,state
23,17,1,1343,399,185,449,0.95,0,6,0
23,33,5,1021,401,93,207,0.9,0,3,0
24,1,3,595,418,110,259,0.93,0,1,0
24,3,2,223,461,122,369,0.94,0,0,0
24,4,4,1226,427,77,212,0.92,0,4,0
24,17,1,1340,401,187,445,0.95,0,5,0
24,33,5,1022,400,93,206,0.89,0,3,0
25,1,3,592,418,110,254,0.93,0,1,0
25,3,2,223,461,122,369,0.94,0,0,0
25,17,1,1336,402,191,444,0.95,0,5,0
25,21,4,1225,427,78,212,0.92,0,4,0
25,33,5,1024,400,93,206,0.9,0,3,0
26,1,3,586,419,112,253,0.93,0,1,0
26,3,2,224,461,121,369,0.94,0,0,0
26,4,4,1224,428,79,212,0.92,0,4,0
26,17,1,1334,403,193,442,0.95,0,5,0
26,33,5,1027,400,95,208,0.9,0,3,0
27,1,3,579,419,117,258,0.91,0,1,0
27,3,2,224,461,121,369,0.94,0,0,0
27,4,4,1224,428,79,211,0.92,0,4,0
27,17,1,1330,401,196,444,0.95,0,5,0
27,33,5,1030,400,95,207,0.9,0,3,0
28,1,3,573,419,121,262,0.91,0,1,0
28,3,2,225,461,120,369,0.94,0,0,0
28,4,4,1224,429,79,211,0.91,0,4,0
28,17,1,1324,399,199,446,0.95,0,5,0
28,33,5,1032,399,97,212,0.9,0,4,0
29,1,3,568,418,122,259,0.91,0,1,0
29,3,2,225,461,120,369,0.94,0,0,0
29,4,4,1223,430,80,212,0.91,0,4,0
29,17,1,1317,398,200,449,0.94,0,5,0
29,33,5,1033,399,100,217,0.91,0,4,0
30,1,3,565,419,121,256,0.93,0,1,0
30,3,2,225,461,120,369,0.94,0,0,0
30,4,4,1222,430,80,212,0.91,0,4,0
30,17,1,1307,397,201,450,0.93,0,5,0
30,33,5,1036,399,100,216,0.91,0,4,0
31,1,3,564,419,121,256,0.92,0,1,0
31,3,2,226,461,120,369,0.94,0,0,0
31,4,4,1224,431,79,208,0.91,0,4,0
31,17,1,1296,396,201,449,0.94,0,5,0
31,33,5,1039,399,98,211,0.9,0,4,0
32,1,3,565,418,119,253,0.92,0,1,0
32,3,2,226,461,120,369,0.94,0,0,0
32,4,4,1224,431,79,207,0.91,0,4,0
32,17,1,1285,395,201,450,0.94,0,5,0
32,33,5,1042,400,98,211,0.91,0,4,0
33,1,3,567,418,117,250,0.92,0,1,0
33,3,2,226,461,119,369,0.94,0,0,0
33,4,4,1225,432,78,205,0.91,0,4,0
33,17,1,1273,394,200,450,0.93,0,5,0
33,33,5,1043,399,102,217,0.91,0,4,0
34,1,3,569,419,115,248,0.92,0,1,0
34,3,2,226,462,119,370,0.94,0,0,0
34,4,4,1225,432,78,205,0.91,0,4,0
34,17,1,1262,394,198,450,0.93,0,5,0
34,33,5,1046,399,101,215,0.9,0,4,0
35,1,3,571,418,114,251,0.93,0,1,0
35,3,2,227,462,119,369,0.94,0,0,0
35,4,4,1227,432,77,204,0.91,0,4,0
35,17,1,1253,394,197,453,0.92,0,5,0
35,33,5,1048,399,103,216,0.9,0,4,0
36,1,3,572,418,114,254,0.93,0,1,0
36,3,2,227,463,119,369,0.94,0,0,0
36,17,1,1246,393,195,455,0.92,0,5,0
36,33,5,1051,399,103,216,0.91,0,4,0
36,35,4,1227,433,76,203,0.9,0,4,0
37,1,3,574,419,111,251,0.92,0,1,0
37,3,2,228,462,118,369,0.93,0,0,0
37,4,4,1229,433,75,199,0.89,0,4,0
37,17,1,1238,393,194,456,0.92,0,5,0
37,33,5,1053,398,104,216,0.9,0,4,0
38,1,3,576,420,108,249,0.92,0,1,0
38,3,2,229,463,115,358,0.93,0,0,0
38,4,4,1231,433,72,192,0.88,0,4,0
38,17,1,1234,394,192,453,0.92,0,5,0
38,33,5,1055,398,106,221,0.91,0,4,0
39,1,3,576,420,106,250,0.91,0,1,0
39,3,2,230,463,114,354,0.93,0,0,0
39,4,4,1232,433,71,192,0.88,0,4,0
39,17,1,1232,395,189,450,0.94,0,5,0
39,33,5,1058,398,107,223,0.91,0,4,0
40,1,3,576,420,104,250,0.9,0,1,0
40,3,2,231,463,112,350,0.93,0,0,0
40,4,4,1232,434,72,196,0.88,0,4,0
40,17,1,1229,396,187,449,0.94,0,5,0
40,33,5,1060,399,107,223,0.9,0,4,0
41,1,3,576,422,102,249,0.9,0,1,0
41,3,2,232,463,112,348,0.93,0,0,0
41,4,4,1232,435,71,196,0.87,0,4,0
41,17,1,1224,396,186,447,0.94,0,5,0
41,33,5,1062,398,108,225,0.9,0,4,0
42,1,3,576,422,101,250,0.9,0,1,0
42,3,2,232,463,112,348,0.93,0,0,0
42,4,4,1233,436,69,191,0.82,0,4,0
42,17,1,1220,397,185,446,0.94,0,5,0
42,33,5,1064,399,108,225,0.9,0,4,0
43,1,3,575,423,100,249,0.9,0,1,0
43,3,2,231,463,115,361,0.93,0,0,0
43,4,4,1233,436,68,189,0.75,0,4,0
43,17,1,1214,397,186,446,0.94,0,5,0
43,33,5,1067,399,107,223,0.91,0,4,0
44,1,3,575,425,97,246,0.9,0,1,0
44,3,2,231,463,116,366,0.93,0,0,0
44,4,4,1234,435,68,189,0.42,0,4,0
44,17,1,1210,399,187,446,0.94,0,5,0
44,33,5,1069,399,111,232,0.91,0,4,0
45,1,3,576,427,96,243,0.91,0,1,0
45,3,2,231,463,116,367,0.93,0,0,0
45,6,4,1232,429,73,201,0.4475,1,4,0
45,17,1,1206,401,189,446,0.95,0,5,0
45,33,5,1070,399,111,234,0.91,0,4,0
46,1,3,577,428,94,239,0.91,0,1,0
46,3,2,231,463,116,367,0.92,0,0,0
46,4,4,1231,422,77,214,0.475,1,4,0
46,17,1,1202,403,190,446,0.94,0,4,0
46,33,5,1074,400,111,233,0.92,0,4,0
47,1,3,577,429,94,239,0.91,0,1,0
47,3,2,231,464,115,366,0.93,0,0,0
47,6,4,1229,416,82,226,0.5025000000000001,1,4,0
47,17,1,1198,403,193,447,0.95,0,4,0
47,33,5,1076,400,111,235,0.92,0,4,0
48,1,3,577,429,93,239,0.9,0,1,0
48,3,2,231,464,115,366,0.93,0,0,0
48,17,1,1194,404,194,447,0.95,0,4,0
48,33,5,1082,399,108,227,0.9,0,4,0
49,1,3,578,429,93,239,0.91,0,1,0
49,3,2,231,464,115,365,0.93,0,0,0
49,17,1,1188,403,196,447,0.94,0,4,0
49,28,4,1227,409,87,238,0.53,0,5,0
49,33,5,1086,400,107,224,0.91,0,4,0
