frame,id,old_id,l,t,w,h,s,gpx,gpy,state
8,17,9,1072,302,76,185,0.9,0,0,0
8,18,2,1144,267,257,534,0.5785714285714285,1,0,0
9,1,6,937,302,44,141,0.74,0,0,0
9,2,5,887,332,78,223,0.92,0,0,0
9,3,1,483,336,105,266,0.91,0,0,0
9,4,7,945,289,107,188,0.86,0,0,0
9,6,3,1360,304,67,193,0.5572727272727273,1,0,0
9,7,9,1071,302,77,185,0.91,0,0,0
9,11,8,1013,324,72,180,0.89,0,0,0
9,17,10,1095,290,56,167,0.84,0,0,0
9,18,2,1147,271,251,524,0.6257142857142857,1,0,0
9,21,4,1031,315,472,1278,0.77,0,0,0
10,1,6,935,302,48,152,0.74,0,0,0
10,2,5,888,331,79,225,0.92,0,0,0
10,3,1,483,336,105,267,0.91,0,0,0
10,4,7,945,290,107,188,0.85,0,0,0
10,7,8,1012,325,71,179,0.88,0,0,0
10,10,10,1096,291,56,167,0.87,0,0,0
10,17,3,1359,304,67,194,0.5890909090909091,1,0,0
10,18,2,1150,274,245,514,0.6728571428571428,1,0,0
10,21,4,1055,305,475,1297,0.77,0,0,0
10,25,9,1067,302,76,185,0.91,0,0,0
11,1,9,1064,302,76,185,0.91,0,0,0
11,2,5,888,331,78,224,0.92,0,0,0
11,3,1,483,336,105,267,0.91,0,0,0
11,4,7,946,290,107,189,0.86,0,0,0
11,7,8,1010,326,71,178,0.87,0,0,0
11,10,10,1096,292,56,167,0.88,0,0,0
11,17,3,1357,304,67,194,0.6209090909090909,1,0,0
11,21,4,1081,307,471,1295,0.78,0,0,0
11,26,6,934,302,49,157,0.72,0,0,0
12,1,6,933,302,51,162,0.76,0,0,0
12,2,5,888,330,78,225,0.93,0,0,0
12,3,1,483,336,105,267,0.91,0,0,0
12,4,7,946,290,107,189,0.86,0,0,0
12,7,9,1063,302,76,186,0.91,0,0,0
12,10,10,1097,292,56,166,0.88,0,0,0
12,17,3,1356,304,67,194,0.6527272727272727,1,0,0
12,18,2,1154,278,239,504,0.72,0,0,0
12,21,4,1108,299,472,1310,0.73,0,0,0
12,26,8,1010,326,69,177,0.87,0,0,0
13,1,6,933,302,51,163,0.72,0,0,0
13,2,5,888,330,78,225,0.93,0,0,0
13,3,1,483,336,105,267,0.91,0,0,0
13,4,7,947,290,106,189,0.86,0,0,0
13,7,9,1061,302,75,185,0.9,0,0,0
13,10,10,1097,293,56,165,0.88,0,0,0
13,17,3,1354,304,67,195,0.6845454545454546,1,0,0
13,18,2,1166,280,211,459,0.83,0,0,0
13,21,4,1140,279,469,1313,0.75,0,0,0
13,26,8,1008,326,69,176,0.86,0,0,0
14,1,6,933,302,51,163,0.75,0,0,0
14,2,5,888,330,78,225,0.92,0,0,0
14,3,1,483,336,105,267,0.91,0,0,0
14,4,7,948,290,106,188,0.85,0,0,0
14,7,9,1059,302,73,184,0.88,0,0,0
14,10,10,1097,293,57,165,0.89,0,0,0
14,17,3,1353,304,67,195,0.7163636363636364,1,0,0
14,18,2,1180,281,196,435,0.84,0,0,0
14,21,4,1167,285,473,1337,0.76,0,0,0
14,26,8,1007,326,68,176,0.86,0,0,0
15,1,2,1190,281,195,441,0.85,0,0,0
15,2,5,888,329,78,226,0.92,0,0,0
15,3,1,482,336,105,267,0.91,0,0,0
15,4,7,949,290,105,188,0.85,0,0,0
15,7,8,1006,326,68,177,0.87,0,0,0
15,10,10,1097,292,57,166,0.9,0,0,0
15,17,9,1056,303,72,184,0.87,0,0,0
15,18,3,1351,305,67,195,0.7481818181818182,1,0,0
15,21,4,1197,290,474,1351,0.77,0,0,0
15,26,6,933,301,51,161,0.76,0,0,0
16,1,2,1204,280,200,455,0.88,0,0,0
16,2,5,888,329,78,225,0.92,0,0,0
16,2,6,933,301,50,157,0.77,0,0,0
16,3,1,482,336,105,267,0.91,0,0,0
16,4,7,951,290,104,189,0.84,0,0,0
16,7,11,1022,303,54,165,0.64,0,0,0
16,17,10,1099,292,57,166,0.9,0,0,0
16,18,4,1228,294,469,1341,0.77,0,0,0
16,21,9,1053,303,70,183,0.87,0,0,0
16,26,8,1006,326,67,176,0.86,0,0,0
17,1,2,1211,278,202,465,0.92,0,0,0
17,2,5,888,329,77,225,0.93,0,0,0
17,3,1,481,335,105,267,0.91,0,0,0
17,4,7,953,291,102,188,0.83,0,0,0
17,6,3,1350,305,67,195,0.78,0,0,0
17,7,9,1052,303,69,184,0.88,0,0,0
17,9,12,1203,316,63,167,0.81,0,0,0
17,18,11,1021,303,54,166,0.62,0,0,0
17,21,4,1251,296,472,1349,0.72,0,0,0
17,26,8,1005,325,67,177,0.87,0,0,0
17,27,6,933,301,50,156,0.79,0,0,0
17,28,10,1100,292,58,166,0.91,0,0,0
18,1,2,1216,278,200,465,0.93,0,0,0
18,2,5,888,329,77,224,0.93,0,0,0
18,3,1,481,335,105,267,0.91,0,0,0
18,4,7,956,290,100,188,0.86,0,0,0
18,7,9,1048,303,68,184,0.88,0,0,0
18,9,12,1196,316,64,169,0.84,0,0,0
18,17,3,1347,306,68,199,0.82,0,0,0
18,18,11,1019,303,54,166,0.66,0,0,0
18,21,4,1279,296,472,1348,0.75,0,0,0
18,26,8,1003,325,66,176,0.88,0,0,0
18,28,10,1101,291,58,167,0.91,0,0,0
18,29,6,933,301,48,151,0.78,0,0,0
19,1,2,1224,277,200,466,0.93,0,0,0
19,2,5,888,329,76,222,0.93,0,0,0
19,2,6,934,301,50,155,0.8,0,0,0
19,3,1,481,335,104,267,0.91,0,0,0
19,4,7,960,291,98,188,0.85,0,0,0
19,7,9,1044,302,67,185,0.89,0,0,0
19,9,12,1195,316,64,170,0.86,0,0,0
19,17,3,1346,306,67,199,0.82,0,0,0
19,18,11,1019,303,54,168,0.73,0,0,0
19,21,4,1310,294,473,1343,0.74,0,0,0
19,26,8,1000,326,66,176,0.89,0,0,0
19,28,10,1102,291,58,167,0.92,0,0,0
20,1,2,1234,277,201,467,0.93,0,0,0
20,2,5,887,329,76,221,0.93,0,0,0
20,3,1,480,335,104,267,0.91,0,0,0
20,4,7,965,291,95,188,0.86,0,0,0
20,7,8,996,327,66,175,0.9,0,0,0
20,9,12,1193,316,64,170,0.84,0,0,0
20,17,3,1344,305,67,202,0.79,0,0,0
20,18,11,1021,303,53,166,0.77,0,0,0
20,21,9,1042,302,67,185,0.89,0,0,0
20,26,6,934,301,51,159,0.81,0,0,0
20,28,10,1102,291,59,167,0.92,0,0,0
20,30,4,1344,299,472,1334,0.75,0,0,0
21,1,2,1239,276,202,468,0.93,0,0,0
21,2,5,887,329,76,221,0.93,0,0,0
21,3,1,480,335,104,267,0.91,0,0,0
21,4,7,969,291,92,188,0.87,0,0,0
21,6,3,1342,305,67,201,0.78,0,0,0
21,7,8,992,327,66,176,0.91,0,0,0
21,9,12,1192,316,64,171,0.85,0,0,0
21,17,9,1038,303,66,183,0.89,0,0,0
21,18,11,1023,303,53,165,0.74,0,0,0
21,21,4,1376,297,476,1342,0.76,0,0,0
21,28,10,1101,291,59,166,0.92,0,0,0
21,32,6,935,301,51,158,0.8,0,0,0
22,1,2,1245,277,204,469,0.93,0,0,0
22,2,5,886,329,76,221,0.93,0,0,0
22,3,1,480,334,104,268,0.91,0,0,0
22,4,7,971,291,90,188,0.87,0,0,0
22,6,3,1342,304,65,197,0.79,0,0,0
22,9,12,1188,316,64,170,0.84,0,0,0
22,17,9,1033,304,67,184,0.89,0,0,0
22,18,11,1024,303,52,163,0.71,0,0,0
22,21,4,1408,287,483,1362,0.73,0,0,0
22,28,10,1102,291,59,166,0.92,0,0,0
22,30,13,1221,312,54,167,0.75,0,0,0
22,32,6,935,301,52,160,0.79,0,0,0
22,34,8,989,326,67,176,0.91,0,0,0
23,1,2,1248,279,203,466,0.94,0,0,0
23,2,5,886,329,75,219,0.93,0,0,0
23,3,1,480,335,103,268,0.91,0,0,0
23,4,7,971,291,88,187,0.87,0,0,0
23,6,3,1340,303,65,197,0.77,0,0,0
23,9,12,1188,316,64,170,0.85,0,0,0
23,17,9,1030,303,68,185,0.89,0,0,0
23,18,11,1024,303,52,163,0.64,0,0,0
23,21,4,1445,284,484,1369,0.74,0,0,0
23,28,10,1102,291,59,166,0.92,0,0,0
23,30,13,1222,313,52,160,0.67,0,0,0
23,32,6,935,301,50,156,0.79,0,0,0
23,34,8,987,327,67,175,0.91,0,0,0
24,1,2,1252,280,203,464,0.94,0,0,0
24,2,5,885,329,75,218,0.93,0,0,0
24,3,1,480,334,103,268,0.91,0,0,0
24,4,7,972,291,86,187,0.87,0,0,0
24,4,11,1023,305,52,163,0.55,0,0,0
24,6,3,1339,303,65,197,0.71,0,0,0
24,9,12,1182,316,64,169,0.84,0,0,0
24,17,9,1029,303,69,185,0.88,0,0,0
24,28,10,1102,291,60,166,0.92,0,0,0
24,30,13,1222,315,49,153,0.78,0,0,0
24,32,6,936,301,49,151,0.8,0,0,0
24,33,4,1480,263,486,1372,0.63,0,0,0
24,34,8,985,327,68,176,0.92,0,0,0
25,1,2,1256,282,203,461,0.94,0,0,0
25,2,5,884,329,75,218,0.93,0,0,0
25,3,1,480,334,103,268,0.91,0,0,0
25,6,3,1338,303,63,192,0.77,0,0,0
25,9,12,1184,318,62,167,0.85,0,0,0
25,17,9,1028,304,69,184,0.89,0,0,0
25,21,7,974,291,84,187,0.87,0,0,0
25,21,11,1023,307,50,156,0.41,0,0,0
25,28,10,1102,291,60,166,0.92,0,0,0
25,32,6,937,301,47,146,0.81,0,0,0
25,33,4,1503,253,486,1372,0.61,0,0,0
25,34,8,984,326,69,177,0.92,0,0,0
25,35,13,1223,316,49,151,0.81,0,0,0
26,1,2,1258,282,203,461,0.94,0,0,0
26,2,5,883,329,75,218,0.92,0,0,0
26,3,1,480,334,103,268,0.91,0,0,0
26,4,7,975,290,82,187,0.88,0,0,0
26,6,11,1022,307,49,153,0.41,0,0,0
26,9,12,1185,317,62,168,0.86,0,0,0
26,17,6,937,301,46,145,0.81,0,0,0
26,18,3,1336,302,64,194,0.68,0,0,0
26,21,9,1027,304,70,184,0.9,0,0,0
26,28,10,1103,292,60,165,0.92,0,0,0
26,33,4,1536,242,492,1379,0.59,0,0,0
26,34,8,982,326,69,178,0.92,0,0,0
26,35,13,1223,316,49,152,0.82,0,0,0
27,1,2,1260,283,202,460,0.93,0,0,0
27,2,5,882,329,75,217,0.92,0,0,0
27,3,1,480,335,103,267,0.91,0,0,0
27,4,11,1021,306,50,157,0.46625,1,0,0
27,6,3,1333,300,63,188,0.69,0,0,0
27,9,12,1185,316,61,169,0.86,0,0,0
27,17,6,937,301,46,145,0.81,0,0,0
27,21,9,1025,304,71,184,0.9,0,0,0
27,28,10,1103,292,60,165,0.92,0,0,0
27,33,7,976,290,81,187,0.87,0,0,0
27,34,8,981,325,70,178,0.92,0,0,0
27,35,13,1224,316,50,155,0.83,0,0,0
27,36,4,1550,224,503,1391,0.34,0,0,0
28,1,2,1261,284,200,458,0.93,0,0,0
28,2,5,880,329,75,218,0.92,0,0,0
28,3,1,480,335,102,267,0.91,0,0,0
28,4,11,1020,306,51,160,0.5225,1,0,0
28,4,9,1024,304,71,183,0.89,0,0,0
28,6,7,978,290,79,188,0.87,0,0,0
28,9,12,1184,316,60,169,0.85,0,0,0
28,17,3,1332,301,63,187,0.67375,1,0,0
28,21,4,1582,168,530,1460,0.43,0,0,0
28,28,10,1104,292,61,166,0.92,0,0,0
28,33,8,981,325,70,178,0.92,0,0,0
28,35,13,1224,316,51,157,0.84,0,0,0
28,38,6,937,302,46,145,0.83,0,0,0
29,1,2,1264,285,198,456,0.94,0,0,0
29,2,5,879,328,75,218,0.92,0,0,0
29,3,1,480,335,102,267,0.91,0,0,0
29,4,11,1019,305,52,164,0.57875,1,0,0
29,6,7,979,291,78,188,0.86,0,0,0
29,9,12,1183,315,60,170,0.85,0,0,0
29,17,3,1330,302,63,187,0.6575,1,0,0
29,21,4,1599,172,517,1428,0.46,0,0,0
29,28,10,1104,292,61,166,0.92,0,0,0
29,33,8,981,326,69,177,0.91,0,0,0
29,35,13,1225,316,52,158,0.85,0,0,0
29,38,6,937,301,46,144,0.83,0,0,0
29,39,9,1022,304,72,183,0.89,0,0,0
30,1,2,1264,286,198,456,0.94,0,0,0
30,2,5,878,327,75,219,0.92,0,0,0
30,3,1,480,335,102,266,0.91,0,0,0
30,4,11,1019,305,53,167,0.635,1,0,0
30,6,4,1608,210,510,1417,0.42,0,0,0
30,9,12,1180,315,59,171,0.82,0,0,0
30,17,6,938,302,45,143,0.82,0,0,0
30,21,3,1329,303,63,186,0.64125,1,0,0
30,28,10,1104,292,62,167,0.92,0,0,0
30,34,8,981,327,69,176,0.91,0,0,0
30,35,13,1225,317,52,157,0.85,0,0,0
30,39,9,1020,304,72,183,0.9,0,0,0
30,40,7,981,291,77,187,0.84,0,0,0
31,1,2,1267,287,197,454,0.94,0,0,0
31,2,5,877,327,75,219,0.93,0,0,0
31,3,1,480,335,102,266,0.91,0,0,0
31,6,4,1644,255,491,1368,0.31,0,0,0
31,9,12,1173,315,60,170,0.84,0,0,0
31,17,11,1018,304,54,171,0.6912499999999999,1,0,0
31,21,3,1327,304,64,186,0.625,1,0,0
31,28,10,1105,291,62,167,0.92,0,0,0
31,34,8,981,327,69,177,0.9,0,0,0
31,35,13,1224,317,52,158,0.85,0,0,0
31,39,9,1020,303,71,183,0.9,0,0,0
31,40,7,982,291,76,189,0.83,0,0,0
31,41,6,938,301,45,143,0.83,0,0,0
32,1,2,1275,287,195,453,0.92,0,0,0
32,2,5,876,327,75,219,0.93,0,0,0
32,3,1,480,335,102,266,0.91,0,0,0
32,6,4,1631,234,490,1384,0.26,0,0,0
32,9,12,1171,316,60,170,0.87,0,0,0
32,17,11,1017,304,55,174,0.7475,1,0,0
32,21,3,1326,305,64,185,0.60875,1,0,0
32,28,10,1105,291,63,168,0.92,0,0,0
32,34,8,981,327,69,177,0.91,0,0,0
32,35,13,1225,316,53,157,0.86,0,0,0
32,39,9,1018,303,70,182,0.88,0,0,0
32,40,7,982,291,76,191,0.84,0,0,0
32,41,6,938,301,46,145,0.83,0,0,0
33,1,2,1287,287,192,451,0.92,0,0,0
33,2,5,876,327,74,218,0.93,0,0,0
33,3,1,480,335,102,266,0.91,0,0,0
33,6,3,1325,306,64,185,0.5925,1,0,0
33,9,12,1168,317,60,169,0.9,0,0,0
33,17,11,1016,303,56,178,0.80375,1,0,0
33,21,7,983,291,73,185,0.82,0,0,0
33,28,10,1105,291,63,168,0.92,0,0,0
33,33,4,1641,182,406,1117,0.66,0,0,0
33,34,8,981,328,68,176,0.91,0,0,0
33,35,13,1226,317,53,156,0.87,0,0,0
33,39,9,1016,303,69,182,0.88,0,0,0
33,41,6,938,301,46,146,0.84,0,0,0
34,1,2,1298,288,189,450,0.93,0,0,0
34,2,5,874,326,75,220,0.92,0,0,0
34,3,1,480,335,102,266,0.91,0,0,0
34,4,7,986,292,70,180,0.77,0,0,0
34,6,3,1323,308,64,184,0.57625,1,0,0
34,9,12,1165,318,60,167,0.9,0,0,0
34,17,9,1013,303,69,183,0.87,0,0,0
34,21,6,937,301,46,147,0.83,0,0,0
34,28,10,1105,291,63,168,0.92,0,0,0
34,33,4,1627,155,393,1052,0.67,0,0,0
34,34,8,980,326,69,178,0.9,0,0,0
34,35,13,1227,317,52,153,0.88,0,0,0
35,1,2,1307,287,186,450,0.92,0,0,0
35,2,5,874,326,75,221,0.92,0,0,0
35,3,1,480,335,101,266,0.91,0,0,0
35,4,7,985,291,69,180,0.79,0,0,0
35,9,12,1162,318,61,167,0.9,0,0,0
35,17,11,1015,303,57,181,0.86,0,0,0
35,28,10,1106,291,63,168,0.92,0,0,0
35,33,4,1620,141,385,990,0.69,0,0,0
35,34,8,979,326,68,178,0.89,0,0,0
35,35,13,1227,317,53,152,0.88,0,0,0
35,42,6,937,301,46,148,0.84,0,0,0
36,1,2,1313,286,184,450,0.92,0,0,0
36,2,5,873,326,75,221,0.92,0,0,0
36,3,1,480,335,101,266,0.91,0,0,0
36,4,7,986,292,70,186,0.68,0,0,0
36,6,3,1322,309,64,184,0.56,0,0,0
36,9,12,1161,317,62,168,0.91,0,0,0
36,17,9,1004,304,67,183,0.81,0,0,0
36,28,10,1106,291,63,168,0.92,0,0,0
36,33,4,1598,137,386,954,0.8,0,0,0
36,34,8,979,323,69,181,0.88,0,0,0
36,35,13,1226,317,53,152,0.87,0,0,0
36,40,11,1020,302,52,168,0.76,0,0,0
36,42,6,937,302,46,148,0.84,0,0,0
37,1,2,1321,284,183,453,0.92,0,0,0
37,2,5,872,325,75,221,0.92,0,0,0
37,3,1,480,335,101,266,0.91,0,0,0
37,9,12,1158,318,63,168,0.89,0,0,0
37,17,9,1001,303,65,181,0.84,0,0,0
37,21,13,1226,318,53,151,0.86,0,0,0
37,28,10,1107,291,62,166,0.92,0,0,0
37,33,4,1562,130,413,993,0.81,0,0,0
37,34,8,977,322,68,182,0.89,0,0,0
37,39,7,990,295,68,183,0.17,0,0,0
37,40,11,1022,302,51,165,0.8,0,0,0
37,42,6,937,302,46,148,0.84,0,0,0
37,43,3,1315,302,69,194,0.47,0,0,0
38,1,2,1333,284,183,453,0.92,0,0,0
38,2,5,872,325,75,220,0.92,0,0,0
38,3,1,479,335,101,266,0.91,0,0,0
38,4,7,990,297,68,183,0.4033333333333333,1,0,0
38,6,3,1311,300,72,195,0.84,0,0,0
38,9,12,1157,318,64,168,0.89,0,0,0
38,17,6,937,302,46,148,0.84,0,0,0
38,28,10,1108,291,62,167,0.92,0,0,0
38,33,4,1540,138,416,968,0.82,0,0,0
38,34,8,974,323,67,181,0.88,0,0,0
38,39,9,999,303,64,182,0.84,0,0,0
38,40,11,1023,301,50,163,0.81,0,0,0
38,44,13,1226,318,54,151,0.87,0,0,0
39,1,2,1344,283,184,452,0.93,0,0,0
39,2,5,871,325,76,221,0.92,0,0,0
39,3,1,479,335,101,266,0.91,0,0,0
39,4,7,989,300,67,183,0.6366666666666666,1,0,0
39,6,3,1308,303,73,193,0.82,0,0,0
39,9,12,1155,317,64,169,0.9,0,0,0
39,17,9,998,303,62,182,0.84,0,0,0
39,28,10,1108,291,63,168,0.92,0,0,0
39,33,4,1518,137,434,975,0.79,0,0,0
39,34,8,971,325,65,179,0.86,0,0,0
39,40,11,1022,302,49,163,0.81,0,0,0
39,44,13,1226,318,54,151,0.86,0,0,0
39,45,6,936,302,47,151,0.83,0,0,0
40,1,2,1348,284,183,451,0.9,0,0,0
40,2,5,871,324,76,221,0.92,0,0,0
40,3,1,480,336,101,266,0.91,0,0,0
40,6,3,1306,303,73,192,0.87,0,0,0
40,9,12,1153,318,64,170,0.89,0,0,0
40,17,6,937,301,47,152,0.82,0,0,0
40,28,10,1108,291,63,169,0.92,0,0,0
40,33,4,1499,140,452,983,0.8,0,0,0
40,34,8,969,326,63,177,0.86,0,0,0
40,40,11,1023,303,48,160,0.83,0,0,0
40,44,13,1226,318,54,150,0.87,0,0,0
41,1,2,1348,285,181,448,0.9,0,0,0
41,2,5,870,324,76,220,0.92,0,0,0
41,3,1,480,336,101,266,0.91,0,0,0
41,6,3,1304,303,74,192,0.89,0,0,0
41,9,12,1152,318,64,170,0.89,0,0,0
41,17,11,1022,303,49,161,0.85,0,0,0
41,28,10,1109,291,63,169,0.92,0,0,0
41,33,4,1469,146,463,977,0.81,0,0,0
41,34,8,967,328,61,175,0.87,0,0,0
41,44,13,1226,318,54,150,0.87,0,0,0
41,47,7,989,302,67,183,0.87,0,0,0
41,48,6,937,301,47,153,0.82,0,0,0
42,1,2,1362,285,185,450,0.91,0,0,0
42,2,5,870,324,76,221,0.93,0,0,0
42,3,1,482,336,101,266,0.92,0,0,0
42,4,11,1022,302,49,162,0.83,0,0,0
42,6,3,1302,304,74,191,0.88,0,0,0
42,9,12,1150,318,63,170,0.88,0,0,0
42,17,7,991,303,65,182,0.86,0,0,0
42,28,10,1109,292,63,169,0.92,0,0,0
42,33,4,1428,138,482,996,0.82,0,0,0
42,34,8,966,328,60,175,0.87,0,0,0
42,44,13,1225,318,55,150,0.87,0,0,0
42,48,6,936,301,47,155,0.82,0,0,0
43,1,2,1368,287,188,449,0.89,0,0,0
43,2,5,870,324,76,221,0.93,0,0,0
43,3,1,483,336,102,266,0.92,0,0,0
43,6,3,1301,303,75,191,0.89,0,0,0
43,9,12,1147,317,63,171,0.88,0,0,0
43,17,7,992,304,64,182,0.89,0,0,0
43,28,10,1109,292,63,168,0.91,0,0,0
43,33,4,1403,140,487,986,0.88,0,0,0
43,34,8,964,328,59,176,0.88,0,0,0
43,44,13,1226,317,55,150,0.86,0,0,0
43,48,6,937,301,47,155,0.82,0,0,0
43,49,11,1022,302,49,162,0.85,0,0,0
44,1,2,1366,288,193,449,0.84,0,0,0
44,2,5,870,324,77,222,0.93,0,0,0
44,3,1,482,336,102,266,0.92,0,0,0
44,6,3,1298,302,75,192,0.89,0,0,0
44,9,12,1144,316,62,171,0.88,0,0,0
44,17,7,992,306,63,181,0.88,0,0,0
44,28,10,1109,292,63,169,0.91,0,0,0
44,33,4,1376,135,504,1001,0.88,0,0,0
44,34,8,961,327,59,177,0.89,0,0,0
44,44,13,1226,317,56,150,0.86,0,0,0
44,48,6,937,301,48,158,0.83,0,0,0
44,49,11,1023,302,48,161,0.85,0,0,0
45,1,2,1372,289,195,449,0.8,0,0,0
45,2,5,870,324,77,221,0.93,0,0,0
45,3,1,482,336,102,266,0.92,0,0,0
45,4,14,1003,292,51,172,0.75,0,0,0
45,6,3,1297,302,75,192,0.88,0,0,0
45,9,12,1141,316,62,173,0.89,0,0,0
45,17,6,936,301,49,162,0.81,0,0,0
45,28,10,1109,293,62,169,0.9,0,0,0
45,33,4,1354,140,515,1000,0.89,0,0,0
45,34,8,957,327,59,178,0.9,0,0,0
45,44,13,1226,317,56,151,0.86,0,0,0
45,47,7,991,307,63,181,0.87,0,0,0
45,49,11,1024,303,48,160,0.85,0,0,0
46,1,2,1375,289,198,457,0.78,0,0,0
46,2,5,870,324,77,221,0.93,0,0,0
46,3,1,482,336,102,266,0.92,0,0,0
46,4,14,1003,292,51,173,0.82,0,0,0
46,6,3,1294,302,75,192,0.87,0,0,0
46,9,12,1139,314,62,174,0.89,0,0,0
46,28,10,1109,293,62,169,0.9,0,0,0
46,33,4,1327,138,529,1010,0.9,0,0,0
46,34,8,953,326,60,179,0.9,0,0,0
46,44,13,1225,317,56,151,0.86,0,0,0
46,47,7,988,306,62,180,0.85,0,0,0
46,49,11,1024,302,47,160,0.84,0,0,0
46,50,6,936,301,49,162,0.82,0,0,0
47,1,2,1388,292,197,452,0.82,0,0,0
47,2,5,870,324,77,221,0.93,0,0,0
47,3,1,481,336,101,265,0.92,0,0,0
47,4,14,1001,291,52,177,0.84,0,0,0
47,9,12,1139,315,62,174,0.87,0,0,0
47,17,3,1294,302,75,192,0.84,0,0,0
47,28,10,1109,293,62,168,0.89,0,0,0
47,33,4,1299,135,533,1000,0.92,0,0,0
47,34,8,949,326,61,179,0.91,0,0,0
47,44,13,1225,317,56,151,0.86,0,0,0
47,47,7,984,305,64,181,0.85,0,0,0
47,49,11,1025,303,47,159,0.84,0,0,0
47,50,6,936,301,48,160,0.81,0,0,0
48,1,6,936,301,48,160,0.81,0,0,0
48,2,5,870,325,78,222,0.93,0,0,0
48,3,1,480,337,100,265,0.91,0,0,0
48,4,14,1001,291,53,178,0.85,0,0,0
48,6,3,1298,301,76,193,0.83,0,0,0
48,9,12,1137,315,61,173,0.88,0,0,0
48,17,2,1390,293,196,452,0.74,0,0,0
48,28,10,1109,293,62,169,0.89,0,0,0
48,33,4,1269,140,545,1008,0.91,0,0,0
48,34,8,947,328,62,177,0.9,0,0,0
48,44,13,1224,317,56,150,0.86,0,0,0
48,47,7,982,303,65,183,0.85,0,0,0
48,49,11,1025,303,47,159,0.85,0,0,0
49,1,6,937,301,46,154,0.8,0,0,0
49,2,5,871,325,78,222,0.92,0,0,0
49,3,1,480,337,99,265,0.91,0,0,0
49,4,14,1001,291,53,178,0.85,0,0,0
49,6,3,1290,300,75,195,0.84,0,0,0
49,9,12,1135,316,61,173,0.89,0,0,0
49,17,7,978,304,66,182,0.85,0,0,0
49,28,10,1110,292,61,169,0.88,0,0,0
49,33,4,1238,135,558,1019,0.89,0,0,0
49,34,8,946,330,62,175,0.91,0,0,0
49,44,13,1225,317,55,150,0.86,0,0,0
49,49,11,1025,302,47,160,0.85,0,0,0
49,51,2,1389,294,199,465,0.72,0,0,0
