frame,id,old_id,l,t,w,h,s,gpx,gpy,state
5,4,9,1417,166,120,186,0.88,0,2,0
5,6,10,1814,183,86,219,0.84,0,2,0
5,7,8,1507,180,90,186,0.92,0,2,0
5,9,3,1692,194,89,181,0.89,0,2,0
5,10,6,1647,165,75,176,0.91,0,2,0
5,11,7,1403,200,81,172,0.89,0,2,0
5,17,5,43,148,113,233,0.9,0,0,0
5,18,14,1557,182,52,152,0.81,0,2,0
5,20,12,1747,200,59,167,0.86,0,2,0
5,21,11,1580,185,55,144,0.86,0,2,0
6,1,2,833,163,182,334,0.94,0,2,0
6,2,1,460,74,319,595,0.94,0,2,0
6,2,4,1197,201,71,195,0.92,0,2,0
6,3,13,834,197,59,191,0.9,0,1,0
6,4,9,1417,166,120,186,0.87,0,2,0
6,6,10,1814,183,86,219,0.84,0,2,0
6,7,8,1507,181,90,185,0.91,0,2,0
6,9,3,1690,194,87,181,0.88,0,2,0
6,10,6,1647,166,75,175,0.91,0,2,0
6,11,7,1402,200,81,172,0.88,0,2,0
6,17,5,46,149,113,234,0.91,0,0,0
6,18,14,1554,182,54,155,0.83,0,2,0
6,20,12,1748,200,58,164,0.87,0,2,0
6,21,11,1580,185,55,144,0.86,0,2,0
7,1,2,839,160,184,336,0.94,0,2,0
7,2,4,1198,201,70,195,0.92,0,2,0
7,3,13,835,197,60,192,0.9,0,1,0
7,4,9,1418,166,120,185,0.88,0,2,0
7,6,10,1814,183,87,221,0.84,0,2,0
7,7,8,1506,180,90,185,0.91,0,2,0
7,9,3,1687,194,85,181,0.87,0,2,0
7,10,6,1648,167,75,176,0.89,0,2,0
7,11,7,1401,198,81,174,0.87,0,2,0
7,17,5,50,150,112,232,0.91,0,0,0
7,18,14,1552,182,55,158,0.83,0,2,0
7,20,12,1750,200,58,164,0.88,0,2,0
7,21,11,1580,185,55,144,0.86,0,2,0
7,24,1,455,74,314,587,0.94,0,2,0
8,1,2,848,159,186,339,0.94,0,2,0
8,2,1,449,75,310,579,0.93,0,2,0
8,2,4,1200,201,70,194,0.92,0,2,0
8,3,13,835,197,61,192,0.91,0,1,0
8,4,9,1420,166,120,186,0.84,0,2,0
8,6,10,1813,183,87,220,0.84,0,2,0
8,7,8,1506,181,90,186,0.89,0,2,0
8,9,3,1683,193,83,181,0.86,0,2,0
8,10,6,1648,167,76,177,0.88,0,2,0
8,11,7,1401,199,80,173,0.87,0,2,0
8,17,5,53,152,111,230,0.92,0,0,0
8,18,14,1551,182,56,160,0.84,0,2,0
8,20,12,1750,200,58,164,0.88,0,2,0
8,21,11,1580,185,55,144,0.86,0,2,0
9,1,2,854,159,187,340,0.94,0,2,0
9,2,1,443,76,306,574,0.93,0,2,0
9,2,4,1201,201,70,194,0.92,0,2,0
9,3,13,835,197,62,192,0.92,0,1,0
9,4,9,1419,167,120,186,0.87,0,2,0
9,6,10,1810,183,87,220,0.86,0,2,0
9,7,8,1503,181,89,186,0.9,0,2,0
9,9,3,1682,192,82,182,0.86,0,2,0
9,10,6,1649,168,77,179,0.86,0,2,0
9,11,7,1399,199,80,173,0.86,0,2,0
9,17,5,55,153,110,229,0.93,0,0,0
9,18,14,1549,182,58,166,0.83,0,2,0
9,20,12,1749,199,59,165,0.88,0,2,0
9,21,11,1580,185,55,144,0.86,0,2,0
10,1,2,860,157,188,341,0.94,0,2,0
10,2,1,438,78,300,563,0.93,0,2,0
10,2,4,1202,200,70,195,0.92,0,2,0
10,3,13,834,197,63,192,0.92,0,1,0
10,4,9,1423,167,119,186,0.88,0,2,0
10,6,10,1809,183,87,219,0.86,0,2,0
10,7,8,1502,181,88,185,0.89,0,2,0
10,9,3,1678,192,81,183,0.89,0,2,0
10,10,6,1647,168,78,181,0.86,0,2,0
10,17,5,56,154,109,228,0.93,0,0,0
10,18,14,1548,182,58,166,0.84,0,2,0
10,20,12,1748,199,59,166,0.89,0,2,0
10,21,11,1580,185,55,145,0.86,0,2,0
10,25,7,1396,198,80,174,0.87,0,2,0
11,1,2,868,157,186,341,0.94,0,2,0
11,2,1,433,79,296,556,0.94,0,2,0
11,2,4,1202,200,70,195,0.93,0,2,0
11,3,13,833,196,64,192,0.92,0,1,0
11,4,9,1429,167,117,186,0.91,0,2,0
11,6,10,1807,183,87,218,0.86,0,2,0
11,7,8,1501,180,86,185,0.89,0,2,0
11,9,3,1675,192,80,183,0.9,0,2,0
11,10,6,1648,169,79,183,0.86,0,2,0
11,17,5,57,153,109,228,0.93,0,0,0
11,18,14,1548,182,58,165,0.86,0,2,0
11,20,12,1747,199,60,166,0.89,0,2,0
11,21,11,1579,184,55,145,0.86,0,2,0
11,26,7,1395,198,80,174,0.87,0,2,0
12,1,2,876,156,184,342,0.93,0,2,0
12,2,1,425,78,298,560,0.93,0,2,0
12,2,4,1203,199,71,196,0.93,0,2,0
12,3,13,833,196,65,192,0.92,0,1,0
12,4,9,1433,167,115,186,0.9,0,2,0
12,6,10,1806,183,87,218,0.87,0,2,0
12,7,8,1499,180,84,184,0.89,0,2,0
12,9,3,1672,192,79,183,0.9,0,2,0
12,10,6,1648,169,81,186,0.86,0,2,0
12,17,5,59,153,108,228,0.93,0,0,0
12,18,14,1548,182,58,165,0.87,0,2,0
12,20,12,1747,199,60,166,0.9,0,2,0
12,21,11,1579,184,55,146,0.86,0,2,0
12,26,7,1394,198,79,173,0.86,0,2,0
13,1,2,880,155,182,345,0.94,0,2,0
13,2,1,419,77,294,555,0.93,0,2,0
13,2,4,1204,199,71,196,0.92,0,2,0
13,3,13,832,196,65,193,0.92,0,1,0
13,4,9,1436,167,113,186,0.9,0,2,0
13,6,10,1806,183,86,217,0.88,0,2,0
13,7,8,1496,181,82,183,0.88,0,2,0
13,9,3,1662,193,79,182,0.9,0,2,0
13,10,6,1649,169,81,186,0.86,0,2,0
13,17,5,62,153,107,227,0.92,0,0,0
13,18,14,1548,182,58,164,0.88,0,2,0
13,20,12,1747,199,60,166,0.9,0,2,0
13,21,11,1580,185,55,145,0.86,0,2,0
13,26,7,1392,198,78,171,0.87,0,2,0
14,1,2,883,155,177,344,0.94,0,2,0
14,2,1,414,78,291,551,0.94,0,2,0
14,2,4,1204,199,71,196,0.92,0,2,0
14,3,13,831,196,66,192,0.92,0,1,0
14,4,9,1438,167,111,186,0.89,0,2,0
14,6,10,1805,184,86,217,0.88,0,2,0
14,7,8,1495,181,80,182,0.86,0,2,0
14,9,3,1659,193,79,181,0.9,0,2,0
14,10,6,1649,169,80,185,0.86,0,2,0
14,17,5,65,152,106,228,0.92,0,0,0
14,18,14,1548,182,58,163,0.88,0,2,0
14,20,12,1748,199,61,165,0.9,0,2,0
14,21,11,1580,185,55,145,0.86,0,2,0
14,26,7,1393,198,78,171,0.86,0,2,0
15,1,2,888,154,176,348,0.94,0,2,0
15,2,1,408,78,288,547,0.95,0,2,0
15,2,4,1205,198,71,196,0.92,0,2,0
15,3,13,831,196,67,192,0.92,0,1,0
15,4,9,1439,167,109,186,0.89,0,2,0
15,6,10,1805,184,86,217,0.88,0,2,0
15,7,8,1491,181,78,182,0.87,0,2,0
15,9,3,1659,193,78,181,0.89,0,2,0
15,10,6,1649,168,80,185,0.85,0,2,0
15,17,5,69,151,105,228,0.9,0,0,0
15,18,14,1547,182,58,163,0.88,0,2,0
15,20,12,1748,199,61,165,0.9,0,2,0
15,21,11,1580,185,55,145,0.86,0,2,0
15,26,7,1393,198,78,170,0.85,0,2,0
16,1,2,893,153,173,349,0.94,0,2,0
16,2,1,403,79,286,545,0.94,0,2,0
16,2,4,1207,198,71,195,0.92,0,2,0
16,3,13,830,197,67,192,0.92,0,1,0
16,4,9,1441,166,107,188,0.87,0,2,0
16,6,10,1804,183,85,218,0.88,0,2,0
16,7,8,1488,179,77,184,0.86,0,2,0
16,9,3,1654,193,79,180,0.91,0,2,0
16,17,5,74,150,104,229,0.9,0,0,0
16,18,14,1547,181,58,164,0.89,0,2,0
16,20,12,1748,199,61,166,0.89,0,2,0
16,21,11,1580,185,55,145,0.86,0,2,0
16,26,7,1392,198,77,170,0.84,0,2,0
17,1,2,902,153,170,348,0.94,0,2,0
17,2,4,1208,198,71,195,0.92,0,2,0
17,3,13,830,197,67,192,0.92,0,1,0
17,4,9,1442,167,105,187,0.87,0,2,0
17,6,10,1804,183,85,218,0.89,0,2,0
17,7,8,1486,179,77,185,0.89,0,2,0
17,9,3,1652,193,79,181,0.91,0,2,0
17,17,5,79,150,102,228,0.9,0,0,0
17,18,14,1546,181,59,164,0.89,0,2,0
17,20,12,1748,199,61,165,0.9,0,2,0
17,21,11,1580,185,55,146,0.86,0,2,0
17,26,7,1390,199,76,169,0.87,0,2,0
17,27,1,396,79,285,546,0.94,0,2,0
17,28,6,1649,167,80,184,0.86,0,2,0
18,1,2,911,153,169,347,0.94,0,2,0
18,2,4,1208,198,71,195,0.92,0,2,0
18,3,13,829,197,68,191,0.92,0,1,0
18,4,9,1442,167,103,188,0.87,0,2,0
18,6,10,1804,183,84,218,0.89,0,2,0
18,7,8,1485,178,76,185,0.89,0,2,0
18,9,3,1650,193,79,180,0.9,0,2,0
18,17,5,84,150,101,227,0.89,0,0,0
18,18,14,1545,181,59,164,0.9,0,2,0
18,21,11,1579,184,55,146,0.86,0,2,0
18,26,7,1389,199,76,169,0.88,0,2,0
18,27,1,390,79,285,547,0.94,0,1,0
18,28,12,1747,199,62,165,0.91,0,2,0
19,1,2,919,153,170,352,0.94,0,2,0
19,2,1,383,80,283,547,0.94,0,1,0
19,2,4,1208,198,71,195,0.92,0,2,0
19,3,13,829,197,68,191,0.92,0,1,0
19,4,9,1441,166,102,188,0.88,0,2,0
19,6,10,1803,183,83,218,0.89,0,2,0
19,7,8,1482,180,74,183,0.9,0,2,0
19,9,3,1648,193,79,181,0.9,0,2,0
19,17,5,88,150,100,227,0.9,0,0,0
19,18,14,1545,181,59,164,0.9,0,2,0
19,21,11,1578,184,55,146,0.86,0,2,0
19,26,7,1385,199,75,169,0.89,0,2,0
19,28,12,1747,199,62,165,0.9,0,2,0
19,30,6,1652,167,80,184,0.83,0,2,0
20,1,2,925,154,171,354,0.94,0,2,0
20,2,4,1208,198,71,195,0.92,0,2,0
20,3,13,829,197,68,191,0.92,0,1,0
20,4,9,1442,166,100,187,0.86,0,2,0
20,6,10,1802,183,82,218,0.89,0,2,0
20,7,8,1478,179,75,184,0.9,0,2,0
20,9,3,1645,193,79,182,0.9,0,2,0
20,17,5,92,150,99,227,0.91,0,0,0
20,18,14,1545,182,59,164,0.9,0,2,0
20,21,11,1578,184,55,146,0.86,0,2,0
20,26,7,1384,199,75,169,0.89,0,2,0
20,28,12,1747,199,63,166,0.9,0,2,0
20,30,6,1652,167,82,189,0.84,0,2,0
20,31,1,379,82,280,543,0.94,0,1,0
21,1,2,930,155,171,354,0.95,0,2,0
21,2,1,373,82,278,541,0.94,0,1,0
21,2,4,1208,198,71,196,0.92,0,2,0
21,3,13,829,197,69,191,0.92,0,1,0
21,4,9,1445,167,97,186,0.87,0,2,0
21,4,8,1472,179,75,184,0.92,0,2,0
21,6,10,1802,183,81,216,0.89,0,2,0
21,7,7,1383,199,74,169,0.9,0,2,0
21,9,3,1642,193,78,182,0.91,0,2,0
21,17,5,96,150,98,226,0.92,0,0,0
21,18,14,1545,181,60,164,0.9,0,2,0
21,21,11,1578,184,55,146,0.86,0,2,0
21,28,12,1747,199,64,166,0.9,0,2,0
21,30,6,1654,167,83,190,0.85,0,2,0
22,1,2,935,155,170,353,0.95,0,2,0
22,2,4,1208,198,70,196,0.92,0,2,0
22,3,13,828,197,69,191,0.92,0,1,0
22,4,9,1448,167,95,184,0.86,0,2,0
22,6,10,1801,184,80,215,0.89,0,2,0
22,7,8,1469,180,75,183,0.92,0,2,0
22,9,3,1640,193,77,181,0.9,0,2,0
22,17,5,102,150,98,226,0.92,0,0,0
22,18,14,1544,181,60,164,0.9,0,2,0
22,21,11,1578,184,55,146,0.86,0,2,0
22,28,12,1748,199,65,166,0.9,0,2,0
22,30,6,1658,167,82,190,0.86,0,2,0
22,33,1,366,81,277,543,0.94,0,1,0
22,34,7,1381,200,74,169,0.9,0,2,0
23,1,2,940,156,169,350,0.95,0,2,0
23,2,4,1208,198,70,195,0.92,0,2,0
23,3,13,828,197,70,191,0.92,0,1,0
23,4,9,1450,167,93,183,0.86,0,2,0
23,6,10,1800,183,80,215,0.88,0,2,0
23,7,8,1468,181,74,182,0.91,0,2,0
23,9,3,1638,193,76,180,0.9,0,2,0
23,17,5,109,150,99,225,0.92,0,0,0
23,18,14,1544,181,60,165,0.9,0,2,0
23,21,11,1579,185,55,145,0.86,0,2,0
23,28,12,1748,199,65,166,0.9,0,2,0
23,30,6,1661,167,79,187,0.88,0,2,0
23,33,1,361,82,275,541,0.94,0,1,0
23,34,7,1380,200,73,169,0.9,0,2,0
24,1,2,942,156,169,351,0.95,0,2,0
24,2,4,1208,198,70,195,0.92,0,2,0
24,3,13,828,197,70,191,0.92,0,1,0
24,4,8,1466,181,74,182,0.91,0,2,0
24,4,9,1455,168,90,180,0.75,1,2,0
24,6,10,1799,183,79,215,0.89,0,2,0
24,9,3,1635,193,75,180,0.9,0,2,0
24,17,5,116,151,100,223,0.92,0,0,0
24,18,14,1544,181,61,165,0.9,0,2,0
24,21,11,1579,185,55,145,0.86,0,2,0
24,28,12,1749,199,66,166,0.89,0,2,0
24,30,6,1662,166,79,187,0.88,0,2,0
24,33,1,356,81,272,537,0.94,0,1,0
24,34,7,1379,200,73,168,0.9,0,2,0
25,1,2,943,156,169,352,0.95,0,2,0
25,2,4,1208,198,70,196,0.92,0,2,0
25,3,13,828,197,70,191,0.92,0,1,0
25,4,8,1465,181,74,182,0.9,0,2,0
25,6,10,1800,183,79,215,0.88,0,2,0
25,9,3,1633,192,75,181,0.89,0,2,0
25,17,5,121,152,101,222,0.93,0,0,0
25,18,14,1544,181,61,165,0.9,0,2,0
25,21,9,1459,168,88,177,0.64,1,2,0
25,21,11,1579,185,55,145,0.85,0,2,0
25,28,6,1663,166,78,184,0.88,0,2,0
25,33,1,350,82,270,533,0.94,0,1,0
25,34,7,1379,200,73,168,0.9,0,2,0
25,35,12,1749,199,67,166,0.89,0,2,0
26,1,2,945,156,168,352,0.95,0,2,0
26,2,4,1207,197,70,196,0.92,0,2,0
26,3,13,828,197,70,191,0.92,0,1,0
26,4,8,1464,180,75,183,0.91,0,2,0
26,6,10,1797,182,79,217,0.87,0,2,0
26,9,3,1630,192,75,181,0.89,0,2,0
26,17,5,124,153,102,221,0.93,0,0,0
26,18,14,1544,181,61,165,0.9,0,2,0
26,21,11,1579,185,55,144,0.86,0,2,0
26,28,6,1664,166,77,183,0.89,0,2,0
26,33,1,345,84,265,524,0.94,0,1,0
26,34,7,1378,200,73,169,0.9,0,2,0
26,35,12,1749,199,68,166,0.88,0,2,0
27,1,2,947,156,169,353,0.95,0,2,0
27,2,4,1207,197,70,197,0.92,0,2,0
27,3,13,828,197,71,191,0.92,0,1,0
27,4,9,1464,169,85,174,0.53,0,2,0
27,6,10,1793,181,79,217,0.87,0,2,0
27,9,3,1630,192,74,181,0.89,0,2,0
27,17,5,125,154,103,221,0.94,0,0,0
27,18,14,1544,181,61,165,0.9,0,2,0
27,21,11,1579,185,55,144,0.86,0,2,0
27,28,6,1665,166,76,182,0.89,0,2,0
27,33,1,338,83,265,526,0.94,0,1,0
27,34,7,1377,200,72,169,0.9,0,2,0
27,35,12,1751,199,69,166,0.86,0,2,0
27,37,8,1462,180,75,183,0.92,0,2,0
28,1,2,951,156,169,354,0.95,0,2,0
28,2,4,1207,197,69,197,0.92,0,2,0
28,3,13,827,197,71,191,0.92,0,1,0
28,4,14,1544,181,61,165,0.9,0,2,0
28,4,8,1461,178,75,183,0.91,0,2,0
28,6,10,1792,180,80,217,0.89,0,2,0
28,9,3,1628,192,73,180,0.91,0,2,0
28,17,5,126,155,104,220,0.94,0,0,0
28,21,11,1579,185,55,144,0.86,0,2,0
28,28,6,1665,167,76,182,0.89,0,2,0
28,33,1,334,84,260,518,0.94,0,1,0
28,34,7,1376,200,71,169,0.9,0,2,0
28,35,12,1752,199,70,166,0.87,0,2,0
29,1,2,951,157,170,353,0.94,0,2,0
29,2,4,1205,197,69,197,0.92,0,2,0
29,3,13,827,197,71,191,0.92,0,1,0
29,4,9,1467,168,82,173,0.63,0,2,0
29,6,10,1789,180,80,216,0.9,0,2,0
29,9,3,1624,192,72,180,0.9,0,2,0
29,17,5,128,156,106,220,0.94,0,0,0
29,21,11,1579,184,55,146,0.85,0,2,0
29,28,6,1665,167,76,182,0.89,0,2,0
29,33,1,329,85,258,514,0.94,0,1,0
29,34,7,1376,200,71,168,0.9,0,2,0
29,35,12,1754,199,71,166,0.86,0,2,0
29,39,8,1460,178,75,182,0.9,0,2,0
29,40,14,1544,181,61,165,0.9,0,2,0
30,1,2,956,158,171,353,0.95,0,2,0
30,2,4,1204,197,69,197,0.92,0,2,0
30,3,13,827,198,72,191,0.92,0,1,0
30,4,9,1467,167,81,175,0.8,0,2,0
30,6,10,1786,181,80,215,0.91,0,2,0
30,9,3,1619,192,73,180,0.9,0,2,0
30,17,5,128,157,107,219,0.94,0,0,0
30,21,11,1579,184,56,147,0.84,0,2,0
30,28,6,1664,167,76,183,0.89,0,2,0
30,33,1,321,87,257,513,0.94,0,1,0
30,34,7,1376,200,70,168,0.9,0,2,0
30,35,12,1754,200,72,166,0.87,0,2,0
30,39,8,1458,179,74,181,0.9,0,2,0
30,40,14,1544,181,61,165,0.9,0,2,0
31,1,2,960,157,171,355,0.95,0,2,0
31,2,4,1204,196,68,198,0.92,0,2,0
31,3,13,826,198,72,191,0.92,0,1,0
31,4,9,1469,167,79,175,0.82,0,2,0
31,6,10,1780,181,81,215,0.92,0,2,0
31,9,3,1612,193,73,179,0.91,0,2,0
31,17,5,129,156,108,220,0.94,0,0,0
31,21,11,1579,185,55,145,0.85,0,2,0
31,28,6,1664,167,76,183,0.88,0,2,0
31,33,1,316,88,255,507,0.94,0,1,0
31,34,7,1376,200,69,168,0.9,0,2,0
31,35,12,1755,198,73,167,0.85,0,2,0
31,39,8,1456,178,73,182,0.9,0,2,0
31,40,14,1544,181,61,165,0.9,0,2,0
32,1,2,965,156,171,356,0.95,0,2,0
32,2,4,1203,196,68,198,0.92,0,2,0
32,3,13,826,198,72,191,0.92,0,1,0
32,4,9,1471,168,78,177,0.83,0,2,0
32,6,10,1775,181,83,214,0.92,0,2,0
32,9,3,1606,193,75,178,0.91,0,2,0
32,17,5,130,156,109,220,0.94,0,0,0
32,21,11,1579,184,55,147,0.85,0,2,0
32,28,6,1662,167,77,184,0.87,0,2,0
32,33,1,305,89,256,508,0.94,0,1,0
32,34,7,1375,201,68,168,0.9,0,2,0
32,35,12,1755,198,74,167,0.84,0,2,0
32,39,8,1455,179,72,181,0.89,0,2,0
32,40,14,1544,181,62,165,0.9,0,2,0
33,1,2,974,156,167,355,0.93,0,2,0
33,2,4,1203,196,68,198,0.92,0,2,0
33,3,13,826,198,72,191,0.92,0,1,0
33,4,9,1472,168,77,178,0.85,0,2,0
33,6,10,1769,181,85,214,0.93,0,2,0
33,9,3,1602,193,77,178,0.91,0,2,0
33,17,5,133,156,109,221,0.94,0,0,0
33,21,11,1579,184,55,147,0.85,0,2,0
33,28,6,1660,167,78,184,0.86,0,2,0
33,33,1,298,88,255,505,0.93,0,1,0
33,34,7,1375,200,67,168,0.9,0,2,0
33,35,12,1756,199,74,166,0.83,0,2,0
33,39,8,1454,179,71,183,0.88,0,2,0
33,40,14,1544,181,62,166,0.9,0,2,0
34,1,2,984,157,163,356,0.93,0,2,0
34,2,4,1203,196,68,198,0.92,0,2,0
34,3,13,825,198,73,191,0.92,0,1,0
34,4,9,1473,169,75,179,0.86,0,2,0
34,6,10,1764,181,87,214,0.93,0,2,0
34,9,3,1598,194,79,178,0.91,0,2,0
34,17,5,135,155,108,221,0.93,0,0,0
34,21,11,1580,184,55,147,0.85,0,2,0
34,28,6,1659,167,77,184,0.89,0,2,0
34,33,1,286,88,254,501,0.95,0,1,0
34,34,7,1374,200,66,169,0.89,0,2,0
34,35,12,1756,197,76,168,0.81,0,2,0
34,39,8,1453,178,70,183,0.87,0,2,0
34,40,14,1544,181,62,166,0.91,0,2,0
35,1,2,993,156,160,358,0.93,0,2,0
35,2,4,1203,196,67,198,0.92,0,2,0
35,3,13,825,198,73,191,0.92,0,1,0
35,4,9,1473,169,74,180,0.86,0,2,0
35,6,10,1758,180,89,214,0.91,0,2,0
35,9,3,1595,193,81,179,0.9,0,2,0
35,17,5,139,154,107,222,0.92,0,0,0
35,21,11,1580,184,55,147,0.85,0,2,0
35,28,6,1658,167,77,184,0.89,0,2,0
35,33,1,279,89,253,496,0.95,0,1,0
35,34,7,1373,199,65,169,0.88,0,2,0
35,35,12,1757,195,79,172,0.71,0,2,0
35,39,8,1451,178,69,182,0.87,0,2,0
35,40,14,1544,181,62,166,0.9,0,2,0
36,1,2,998,155,157,359,0.93,0,2,0
36,2,4,1202,196,67,197,0.92,0,2,0
36,3,13,825,198,73,191,0.92,0,1,0
36,4,9,1473,169,73,181,0.87,0,2,0
36,6,10,1754,182,91,213,0.91,0,2,0
36,9,3,1593,194,82,178,0.91,0,2,0
36,17,5,143,154,106,222,0.92,0,0,0
36,21,11,1580,185,55,147,0.84,0,2,0
36,28,6,1658,167,77,183,0.9,0,2,0
36,33,1,274,89,253,497,0.95,0,1,0
36,34,7,1373,199,64,169,0.88,0,2,0
36,35,12,1755,193,80,172,0.52,0,2,0
36,39,8,1449,178,68,182,0.87,0,2,0
36,40,14,1544,181,62,166,0.9,0,2,0
37,1,2,1002,156,153,358,0.93,0,2,0
37,2,4,1201,196,67,197,0.92,0,2,0
37,3,13,825,198,73,191,0.92,0,1,0
37,4,9,1472,169,73,181,0.87,0,2,0
37,6,10,1751,182,93,213,0.91,0,2,0
37,9,3,1593,195,82,177,0.9,0,2,0
37,17,5,148,153,105,224,0.9,0,0,0
37,21,11,1580,185,56,148,0.83,0,2,0
37,28,6,1656,168,78,184,0.9,0,2,0
37,33,1,271,90,250,492,0.95,0,1,0
37,34,7,1371,199,63,168,0.87,0,2,0
37,39,8,1447,178,67,181,0.88,0,2,0
37,40,14,1544,181,62,166,0.9,0,2,0
37,43,12,1754,193,81,173,0.26,0,2,0
38,1,2,1007,155,150,358,0.92,0,2,0
38,2,4,1201,196,66,197,0.92,0,2,0
38,3,13,825,198,73,191,0.92,0,1,0
38,4,9,1472,169,72,182,0.87,0,2,0
38,6,10,1750,183,94,211,0.92,0,2,0
38,9,3,1590,195,82,176,0.91,0,2,0
38,17,5,153,152,103,224,0.9,0,0,0
38,21,11,1580,185,56,149,0.82,0,2,0
38,28,6,1654,168,78,184,0.9,0,2,0
38,33,1,265,90,249,490,0.95,0,1,0
38,34,7,1369,199,62,169,0.88,0,2,0
38,39,8,1443,179,67,181,0.88,0,2,0
38,40,14,1544,181,62,166,0.9,0,2,0
38,44,12,1755,193,79,171,0.2975,1,2,0
39,1,2,1019,155,147,358,0.92,0,2,0
39,2,4,1201,196,66,198,0.93,0,2,0
39,3,13,825,198,74,191,0.92,0,1,0
39,4,9,1469,170,73,183,0.86,0,2,0
39,4,8,1439,179,67,181,0.88,0,2,0
39,6,10,1748,183,96,212,0.92,0,2,0
39,9,3,1589,196,82,175,0.9,0,2,0
39,17,5,157,152,101,224,0.88,0,0,0
39,28,6,1651,168,78,183,0.91,0,2,0
39,33,1,259,91,249,488,0.94,0,1,0
39,34,7,1367,199,61,169,0.88,0,2,0
39,40,14,1544,181,62,166,0.9,0,2,0
39,44,11,1581,185,57,151,0.8,0,2,0
39,46,12,1757,194,78,170,0.335,1,2,0
40,1,2,1029,156,145,358,0.92,0,2,0
40,2,4,1201,196,66,198,0.93,0,2,0
40,3,13,824,198,74,190,0.92,0,1,0
40,4,9,1468,169,73,184,0.86,0,2,0
40,6,10,1746,182,97,212,0.92,0,2,0
40,9,3,1588,196,81,174,0.9,0,2,0
40,17,5,158,152,100,224,0.86,0,0,0
40,28,6,1651,168,78,183,0.91,0,2,0
