frame,id,old_id,l,t,w,h,s,gpx,gpy,state
20,3,3,1154,402,79,226,0.92,0,-1,0
20,6,4,-10,403,91,239,0.68,0,1,0
20,17,5,795,391,72,177,0.88,0,-1,0
20,26,6,396,426,49,128,0.74,0,-9,0
21,1,1,398,329,144,441,0.92,0,-4,0
21,2,2,1566,389,107,304,0.93,0,-1,0
21,3,3,1154,402,79,226,0.92,0,-1,0
21,17,5,796,391,71,176,0.88,0,-1,0
21,21,4,-22,370,106,275,0.77,0,1,0
22,1,1,397,329,144,441,0.93,0,-4,0
22,2,2,1566,388,107,305,0.93,0,-1,0
22,3,3,1154,402,78,226,0.92,0,-1,0
22,17,5,798,391,70,174,0.88,0,-1,0
22,33,4,-25,358,111,284,0.77,0,1,0
23,1,1,406,329,149,442,0.92,0,-4,0
23,2,2,1566,388,107,306,0.92,0,-1,0
23,3,3,1154,403,78,225,0.92,0,-1,0
23,17,5,800,392,68,168,0.87,0,-1,0
23,33,4,-26,353,115,291,0.82,0,1,0
24,1,1,403,329,152,441,0.95,0,-4,0
24,2,2,1566,388,107,306,0.92,0,-1,0
24,3,3,1154,403,78,225,0.92,0,-1,0
24,17,5,798,392,69,174,0.88,0,-1,0
24,33,4,-25,351,119,294,0.83,0,1,0
25,1,1,404,328,158,442,0.95,0,-4,0
25,2,2,1566,388,106,306,0.92,0,-1,0
25,3,3,1154,403,77,225,0.92,0,-1,0
25,17,5,799,392,69,177,0.88,0,-1,0
25,33,4,-22,350,121,293,0.84,0,1,0
26,1,1,403,327,164,444,0.95,0,-4,0
26,2,2,1565,388,106,306,0.93,0,-1,0
26,3,3,1154,403,77,225,0.92,0,-1,0
26,17,5,802,391,67,176,0.83,0,-1,0
26,33,4,-17,350,123,294,0.86,0,1,0
27,1,1,400,325,170,447,0.95,0,-4,0
27,2,2,1565,388,106,306,0.92,0,-1,0
27,3,3,1154,403,77,225,0.92,0,-1,0
27,17,5,803,390,67,178,0.86,0,-1,0
27,33,4,-12,350,124,293,0.86,0,1,0
28,1,1,393,324,176,449,0.95,0,-4,0
28,2,2,1565,388,106,308,0.92,0,-1,0
28,3,3,1154,403,77,225,0.92,0,-1,0
28,17,5,806,390,67,179,0.85,0,-1,0
28,33,4,-7,351,125,292,0.89,0,1,0
29,1,1,385,322,179,451,0.95,0,-4,0
29,2,2,1565,388,106,308,0.92,0,-1,0
29,3,3,1154,403,77,225,0.92,0,-1,0
29,17,5,808,389,64,172,0.84,0,-1,0
29,33,4,-2,351,127,290,0.91,0,1,0
30,1,1,374,320,182,453,0.94,0,-4,0
30,2,2,1565,388,106,309,0.92,0,-1,0
30,3,3,1154,403,77,225,0.92,0,-1,0
30,17,5,812,389,63,168,0.86,0,-1,0
30,33,4,0,352,128,289,0.91,0,1,0
31,1,1,362,319,184,454,0.93,0,-4,0
31,2,2,1565,389,106,307,0.92,0,-1,0
31,3,3,1154,403,76,225,0.92,0,-1,0
31,17,5,812,389,61,166,0.87,0,-1,0
31,33,4,3,352,129,288,0.92,0,1,0
32,1,1,349,320,184,455,0.93,0,-5,0
32,2,2,1565,388,105,307,0.93,0,-1,0
32,3,3,1154,403,77,226,0.92,0,-1,0
32,17,5,815,389,61,165,0.86,0,-1,0
32,33,4,6,353,131,286,0.92,0,1,0
33,1,1,337,321,184,455,0.93,0,-6,0
33,2,2,1565,388,105,308,0.92,0,-1,0
33,3,3,1154,403,77,225,0.92,0,-1,0
33,17,5,817,388,62,167,0.87,0,-1,0
33,33,4,9,354,132,285,0.92,0,1,0
34,1,1,329,321,183,456,0.92,0,-6,0
34,2,2,1565,388,105,309,0.92,0,-1,0
34,3,3,1154,403,76,225,0.92,0,-1,0
34,17,5,819,388,62,168,0.89,0,-1,0
34,33,4,13,354,134,285,0.93,0,1,0
35,1,1,324,323,183,457,0.92,0,-7,0
35,2,2,1566,388,105,308,0.92,0,-1,0
35,3,3,1153,403,76,224,0.92,0,-1,0
35,17,5,820,388,63,168,0.88,0,-1,0
35,33,4,16,355,135,283,0.93,0,1,0
36,1,1,324,325,184,461,0.92,0,-7,0
36,2,2,1566,389,104,307,0.92,0,-1,0
36,3,3,1153,403,76,224,0.92,0,-1,0
36,17,5,821,388,63,167,0.89,0,-1,0
36,33,4,21,354,136,283,0.93,0,1,0
37,1,1,322,326,186,466,0.93,0,-7,0
37,2,2,1566,389,104,306,0.92,0,-1,0
37,3,3,1153,403,76,223,0.92,0,-1,0
37,17,5,823,388,63,167,0.9,0,-1,0
37,33,4,26,354,136,281,0.93,0,1,0
38,1,1,319,327,188,472,0.93,0,-7,0
38,2,2,1566,389,104,306,0.92,0,-1,0
38,3,3,1152,403,76,224,0.91,0,-1,0
38,17,5,824,389,63,166,0.9,0,-1,0
38,33,4,30,355,137,280,0.93,0,1,0
39,1,1,317,329,188,471,0.94,0,-8,0
39,2,2,1566,389,104,307,0.92,0,-1,0
39,3,3,1151,403,75,223,0.91,0,-1,0
39,17,5,826,389,63,166,0.9,0,-1,0
39,33,4,34,356,137,278,0.93,0,1,0
40,1,1,315,331,188,469,0.93,0,-8,0
40,2,2,1566,389,104,307,0.92,0,-1,0
40,3,3,1150,403,75,223,0.91,0,-1,0
40,17,5,827,389,63,166,0.9,0,-1,0
40,33,4,39,356,137,276,0.93,0,1,0
41,1,1,311,334,188,468,0.93,0,-9,0
41,2,2,1567,388,104,306,0.92,0,-1,0
41,3,3,1150,403,75,223,0.92,0,-1,0
41,17,5,828,389,64,167,0.89,0,-1,0
41,33,4,44,356,136,271,0.92,0,1,0
42,1,1,301,336,188,468,0.94,0,-11,0
42,2,2,1567,388,104,307,0.92,0,-1,0
42,3,3,1150,403,74,223,0.92,0,-1,0
42,17,5,829,389,64,167,0.88,0,-1,0
42,33,4,47,356,137,273,0.93,0,1,0
43,1,1,295,338,188,467,0.94,0,-13,0
43,2,2,1567,388,104,307,0.92,0,-1,0
43,3,3,1150,403,74,224,0.92,0,-1,0
43,17,5,830,389,64,168,0.88,0,-1,0
43,33,4,51,357,137,271,0.92,0,1,0
43,34,7,1847,404,122,275,0.7,0,-1,0
44,1,1,293,339,188,467,0.94,0,-15,0
44,2,2,1568,387,104,308,0.92,0,-1,0
44,3,3,1150,403,74,224,0.92,0,-1,0
44,17,5,830,389,67,173,0.87,0,-1,0
44,33,4,57,357,134,263,0.92,0,1,0
44,34,7,1847,405,121,273,0.73,0,-1,0
45,1,1,291,340,190,467,0.94,0,-15,0
45,2,2,1568,388,105,308,0.92,0,-1,0
45,3,3,1150,402,74,224,0.92,0,-1,0
45,17,5,831,390,66,170,0.88,0,-1,0
45,33,4,61,357,135,264,0.92,0,1,0
45,34,7,1847,405,121,274,0.79,0,-1,0
46,1,1,290,340,192,467,0.94,0,-16,0
46,2,2,1568,388,104,308,0.92,0,-1,0
46,3,3,1150,402,74,224,0.92,0,-1,0
46,17,5,832,390,66,168,0.89,0,-1,0
46,33,4,65,358,133,259,0.92,0,2,0
46,34,7,1846,404,121,274,0.82,0,-1,0
47,1,1,288,339,194,468,0.94,0,-17,0
47,2,2,1569,388,104,306,0.92,0,-1,0
47,3,3,1150,403,74,224,0.92,0,-1,0
47,17,5,833,390,66,167,0.9,0,-1,0
47,33,4,68,359,135,262,0.92,0,2,0
47,34,7,1844,404,121,275,0.82,0,-1,0
48,1,1,284,340,195,468,0.93,0,-19,0
48,2,2,1569,387,105,309,0.92,0,-1,0
48,3,3,1150,403,74,224,0.92,0,-1,0
48,17,5,835,389,66,166,0.89,0,-1,0
48,33,4,71,358,136,263,0.92,0,2,0
48,34,7,1838,405,120,276,0.8,0,-1,0
49,1,1,281,340,196,468,0.93,0,-22,0
49,2,2,1569,387,105,310,0.92,0,-1,0
49,3,3,1150,403,74,224,0.92,0,-1,0
49,17,5,838,389,65,165,0.89,0,-1,0
49,33,4,76,359,134,260,0.92,0,2,0
49,34,7,1835,405,118,277,0.82,0,-1,0
